Title,Author,Publication Year,User Rating,Average Rating,Book ID,ISBN,Number of Pages,User Status,Book Image URL,Book Description,Book Large Image URL,ID,Link,Published,User Date Added,User Date Created,User Read At,User Review,User Shelves
American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,2017,5,4.37,31920777,1591848148,328,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578216397l/31920777._SY75_.jpg,"The unbelievable true story of the man who built a billion-dollar online drug empire from his bedroom—and almost got away with it. In 2011, a twenty-six-year-old libertarian programmer named Ross Ulbricht launched the ultimate free market: the Silk Road, a clandestine Web site hosted on the Dark Web where anyone could trade anything—drugs, hacking software, forged passports, counterfeit cash, poisons—free of the government’s watchful eye. It wasn’t long before the media got wind of the new Web site where anyone—not just teenagers and weed dealers but terrorists and black hat hackers—could buy and sell contraband detection-free. Spurred by a public outcry, the federal government launched an epic two-year manhunt for the site’s elusive proprietor, with no leads, no witnesses, and no clear jurisdiction. All the investigators knew was that whoever was running the site called himself the Dread Pirate Roberts. The Silk Road quickly ballooned into $1.2 billion enterprise, and Ross embraced his new role as kingpin. He enlisted a loyal crew of allies in high and low places, all as addicted to the danger and thrill of running an illegal marketplace as their customers were to the heroin they sold. Through his network he got wind of the target on his back and took drastic steps to protect himself—including ordering a hit on a former employee. As Ross made plans to disappear forever, the Feds raced against the clock to catch a man they weren’t sure even existed, searching for a needle in the haystack of the global Internet.Drawing on exclusive access to key players and two billion digital words and images Ross left behind, Vanity Fair correspondent and New York Times bestselling author Nick Bilton offers a tale filled with twists and turns, lucky breaks and unbelievable close calls. It’s a story of the boy next door’s ambition gone criminal, spurred on by the clash between the new world of libertarian-leaning, anonymous, decentralized Web advocates and the old world of government control, order, and the rule of law. Filled with unforgettable characters and capped by an astonishing climax, American Kingpin might be dismissed as too outrageous for fiction. But it’s all too real.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578216397l/31920777._SY475_.jpg,https://www.goodreads.com/review/show/3647716367?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/3647716367?utm_medium=api&utm_source=rss,2020-11-16 05:57:23-08:00,2020-11-16 05:57:23-08:00,2020-11-16 05:56:27-08:00,2020-03-26 00:00:00+00:00,,
Nonviolent Communication: A Language Of Compassion,Marshall B. Rosenberg,1999,5,4.45,2691858,1880396408,184,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1606738182l/2691858._SX50_.jpg,"Do you hunger for skills to improve the quality of your relationships, to deepen your sense of personal empowerment or to simply communicate more effectively? Unfortunately, for centuries our culture has taught us to think and speak in ways that can actually perpetuate conflict, internal pain and even violence. Nonviolent Communication partners practical skills with a powerful consciousness and vocabulary to help you get what you want peacefully.In this internationally acclaimed text, Marshall Rosenberg offers insightful stories, anecdotes, practical exercises and role-plays that will dramatically change your approach to communication for the better. Discover how the language you use can strengthen your relationships, build trust, prevent conflicts and heal pain. Revolutionary, yet simple, Nonviolent Communication offers you the most effective tools to reduce violence and create peace in your life—one interaction at a time.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1606738182l/2691858.jpg,https://www.goodreads.com/review/show/3647712666?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/3647712666?utm_medium=api&utm_source=rss,2020-11-16 05:55:29-08:00,2020-11-16 05:55:29-08:00,2020-11-16 05:53:17-08:00,2020-05-06 00:00:00+00:00,,
"The Great Mental Models Volume 2: Physics, Chemistry and Biology",Shane Parrish,2019,4,4.17,52200318,1999449037,397,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585156619l/52200318._SX50_.jpg,"THE MUCH ANTICIPATED SECOND INSTALLMENT IN THE WALL STREET JOURNAL BESTSELLING SERIES ‘THE GREAT MENTAL MODELS’.Solve problems. Think with clarity. Achieve your goals.The secret to better decision-making is learning things that won’t change. Mastering a small number of versatile concepts with broad applicability enables you to rapidly grasp new areas, identify patterns, and understand how the world works. Don’t waste your time on knowledge with an expiry date - focus on the fundamentals.The Farnam Street latticework of mental models gives you the durable cognitive tools you need to avoid problems and make better decisions.A mental model is a representation of how something works. Constructing mental models helps you to navigate the world efficiently and intelligently. Time and time again, great thinkers such as Charlie Munger and Warren Buffett have found mental models indispensable in both solving problems and preventing them in the first place. Cultivating stronger mental models is one of the most powerful things you can do to become a better thinker. The Great Mental Volume 2 covers essential models from chemistry, biology, and physics.  The hard sciences offer a wealth of useful tools you can use to develop critically important skills like curiosity, relationship-building, and leadership. Formal expertise in science is not necessary, though if you have it you may see parts of your discipline in a new light. This second volume of the Great Mental Models series shows you how to make connections between concepts from the sciences and your own life. You'll not only get a better understanding of the forces that influence the world around you, but you'll learn how to direct those forces to create outsized advantages in the areas of your life that matter most to you.Volume 2 will teach you how And much more... Mastering The Great Mental Models helps you thrive in an uncertain world. The right cognitive tools prepare you for any type of challenge. From parenting to healthy eating, relationships to personal productivity, and from learning to product design, this book will give you new lenses for understanding life.A wonderful resource you’ll keep returning to year after year. As you incorporate the models in this book into your mental toolbox, you’ll see the world with fresh eyes.START BUILDING YOUR LATTICEWORK TODAY!Praise for The Great Mental Models “I’m really glad this exists in the world and I can see that I will be recommending it often.”— Matt Mullenweg, co-founder of WordPress, founder and CEO of Automattic“If you’ve read Charlie Munger’s Almanack this is the book you deeply crave in its wake. … Learn the big ideas from the big disciplines and you’ll be able to twist and turn problems in interesting ways at unprecedented speeds. … You owe yourself this book.”— Simon Eskildsen“This is what non-fiction books should aspire to be like. Informative, concise, universal, practical, visual, sharing stories and examples for context. Definitely, a must-read if you’re into universal multi-disciplinary thinking.”— Carl Rannaberg“I can truly say it is one of the best books I’ve ever had the pleasure of getting lost in. I loved the book and the challenges to conventional wisdom and thinking it presents.”— Rod Berryman“Want to learn? Read This! This should be a standard text for high school and university students.”— Code Cubitt",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585156619l/52200318._SX318_.jpg,https://www.goodreads.com/review/show/3647709688?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/3647709688?utm_medium=api&utm_source=rss,2020-11-16 05:51:39-08:00,2020-11-16 05:51:39-08:00,2020-11-16 05:50:43-08:00,2020-06-20 00:00:00+00:00,,
Recursion,Blake Crouch,2019,4,4.15,42046112,1524759783,336,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543687940l/42046112._SY75_.jpg,"Memory makes reality.That's what NYC cop Barry Sutton is learning, as he investigates the devastating phenomenon the media has dubbed False Memory Syndrome—a mysterious affliction that drives its victims mad with memories of a life they never lived.That's what neuroscientist Helena Smith believes. It's why she's dedicated her life to creating a technology that will let us preserve our most precious memories. If she succeeds, anyone will be able to re-experience a first kiss, the birth of a child, the final moment with a dying parent.As Barry searches for the truth, he comes face to face with an opponent more terrifying than any disease—a force that attacks not just our minds, but the very fabric of the past. And as its effects begin to unmake the world as we know it, only he and Helena, working together, will stand a chance at defeating it.But how can they make a stand when reality itself is shifting and crumbling all around them?At once a relentless pageturner and an intricate science-fiction puzzlebox about time, identity, and memory, Recursion is a thriller as only Blake Crouch could imagine it—and his most ambitious, mind-boggling, irresistible work to date.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543687940l/42046112.jpg,https://www.goodreads.com/review/show/3647706816?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/3647706816?utm_medium=api&utm_source=rss,2020-11-16 05:49:00-08:00,2020-11-16 05:49:00-08:00,2020-11-16 05:48:13-08:00,2020-11-16 00:00:00+00:00,,
"Du musst nicht von allen gemocht werden: Vom Mut, sich nicht zu verbiegen",Ichiro Kishimi,2013,4,3.81,53109169,3644405263,291,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568223012l/53109169._SX50_SY75_.jpg,"Der Weltbestseller aus Japan.Ein zutiefst unglücklicher junger Mann trifft auf einen Philosophen, der ihm erklärt, wie jeder von uns in der Lage ist, sein eigenes Leben zu bestimmen, und wie sich jeder von den Fesseln vergangener Erfahrungen, Zweifeln und Erwartungen anderer lösen kann. Es sind die Erkenntnisse von Alfred Adler – dem großen Vorreiter der Achtsamkeitsbewegung – die diesem bewegenden Dialog zugrunde liegen, die zutiefst befreiend sind und uns allen ermöglichen, endlich die Begrenzungen zu ignorieren, die unsere Mitmenschen und wir selbst uns auferlegen. ""Du musst nicht von allen gemocht werden"" ist ein zugänglicher wie tiefgründiger und definitiv außergewöhnlicher Lebenshilfe-Ratgeber – Millionen haben ihn bereits gelesen und profitieren von seiner Weisheit.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568223012l/53109169._SX318_SY475_.jpg,https://www.goodreads.com/review/show/2999529142?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2999529142?utm_medium=api&utm_source=rss,2020-04-10 12:23:01-07:00,2020-04-10 12:23:01-07:00,2019-10-03 04:26:33-07:00,2019-09-20 00:00:00+00:00,,
Being and Nothingness,Jean-Paul Sartre,1943,0,3.99,10033,0415278481,688,to-read,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329978583l/10033._SX50_.jpg,"Being & Nothingness is without doubt one of the most significant philosophical books of the 20th century. The central work by one of the century's most influential thinkers, it altered the course of western philosophy. Its revolutionary approach challenged all previous assumptions about the individual's relationship with the world. Known as 'the Bible of existentialism', its impact on culture & literature was immediate & was felt worldwide, from the absurdist drama of Samuel Beckett to the soul-searching cries of the Beat poets.Being & Nothingness is one of those rare books whose influence has affected the mindset of subsequent generations. Seventy years after its 1st publication, its message remains as potent as ever--challenging readers to confront the fundamental dilemmas of human freedom, choice, responsibility & action.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329978583l/10033.jpg,https://www.goodreads.com/review/show/2999531190?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2999531190?utm_medium=api&utm_source=rss,2019-10-03 04:29:58-07:00,2019-10-03 04:29:58-07:00,2019-10-03 04:29:58-07:00,,,to-read
Madness and Civilization: A History of Insanity in the Age of Reason,Michel Foucault,1961,0,4.09,51933,067972110X,299,to-read,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388554747l/51933._SY75_.jpg,"Librarian note: an alternate cover for this edition can be found here.Michel Foucault examines the archeology of madness in the West from 1500 to 1800 – from the late Middle Ages, when insanity was still considered part of everyday life and fools and lunatics walked the streets freely, to the time when such people began to be considered a threat, asylums were first built, and walls were erected between the “insane” and the rest of humanity.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388554747l/51933.jpg,https://www.goodreads.com/review/show/2999530233?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2999530233?utm_medium=api&utm_source=rss,2019-10-03 04:28:32-07:00,2019-10-03 04:28:32-07:00,2019-10-03 04:28:32-07:00,,,to-read
Six Pillars of Self-Esteem,Nathaniel Branden,1994,3,4.11,79352,0553374397,341,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385165387l/79352._SY75_.jpg,"Nathaniel Branden's book is the culmination of a lifetime of clinical practice and study, already hailed in its hardcover edition as a classic and the most significant work on the topic.  Immense in scope and vision and filled with insight into human motivation and behavior, The Six Pillars Of Self-Esteem is essential reading for anyone with a personal or professional interest in self-esteem. The book demonstrates compellingly why self-esteem is basic to psychological health, achievement, personal happiness, and positive relationships.  Branden introduces the six pillars—six action-based practices for daily living that provide the foundation for self-esteem—and explores the central importance of self-esteem in five areas: the workplace, parenting, education, psychotherapy, and the culture at large.  The work provides concrete guidelines for teachers, parents, managers, and therapists who are responsible for developing the self-esteem of others.  And it shows why-in today's chaotic and competitive world-self-esteem is fundamental to our personal and professional power.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385165387l/79352.jpg,https://www.goodreads.com/review/show/2968097014?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2968097014?utm_medium=api&utm_source=rss,2019-10-03 04:24:29-07:00,2019-10-03 04:24:29-07:00,2019-09-07 03:39:09-07:00,,,
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,1979,4,4.05,4887,0465016901,136,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339395245l/4887._SY75_.jpg,"The bestselling book on childhood trauma and the enduring effects of repressed anger and painWhy are many of the most successful people plagued by feelings of emptiness and alienation? This wise and profound book has provided millions of readers with an answer--and has helped them to apply it to their own lives.Far too many of us had to learn as children to hide our own feelings, needs, and memories skillfully in order to meet our parents' expectations and win their ""love."" Alice Miller writes, ""When I used the word 'gifted' in the title, I had in mind neither children who receive high grades in school nor children talented in a special way. I simply meant all of us who have survived an abusive childhood thanks to an ability to adapt even to unspeakable cruelty by becoming numb.... Without this 'gift' offered us by nature, we would not have survived."" But merely surviving is not enough. The Drama of the Gifted Child helps us to reclaim our life by discovering our own crucial needs and our own truth.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339395245l/4887.jpg,https://www.goodreads.com/review/show/2832928844?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2832928844?utm_medium=api&utm_source=rss,2019-08-11 08:43:41-07:00,2019-08-11 08:43:41-07:00,2019-05-24 16:17:16-07:00,2019-06-15 00:00:00+00:00,,
Friedrich Dürrenmatt: Der Besuch der alten Dame,Kirsten Köster,1956,3,3.64,1771414,3140224176,124,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1188032757l/1771414._SX50_.jpg,"Dieses Unterrichtsmodell bezieht sich auf folgende Textausgabe: Diogenes, Bestell-Nr.: 23045",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1188032757l/1771414._SX318_.jpg,https://www.goodreads.com/review/show/2309238913?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2309238913?utm_medium=api&utm_source=rss,2019-07-28 05:30:15-07:00,2019-07-28 05:30:15-07:00,2018-02-26 07:33:55-08:00,2012-03-02 00:00:00+00:00,,
The Art of Loving,Erich Fromm,1956,0,4.04,14142,0061129739,180,to-read,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438550243l/14142._SY75_.jpg,"The fiftieth Anniversary Edition of the groundbreaking international bestseller that has shown millions of readers how to achieve rich, productive lives by developing their hidden capacities for loveMost people are unable to love on the only level that truly matters: love that is compounded of maturity, self-knowledge, and courage. As with every art, love demands practice and concentration, as well as genuine insight and understanding.In his classic work, The Art of Loving, renowned psychoanalyst and social philosopher Erich Fromm explores love in all its aspects—not only romantic love, steeped in false conceptions and lofty expectations, but also brotherly love, erotic love, self-love, the love of God, and the love of parents for their children.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438550243l/14142._SY475_.jpg,https://www.goodreads.com/review/show/2832925215?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2832925215?utm_medium=api&utm_source=rss,2019-05-24 16:12:32-07:00,2019-05-24 16:12:32-07:00,2019-05-24 16:12:32-07:00,,,to-read
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2000,5,4.00,2612,0316346624,301,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473396980l/2612._SY75_.jpg,"The tipping point is that magic moment when an idea, trend, or social behavior crosses a threshold, tips, and spreads like wildfire. Just as a single sick person can start an epidemic of the flu, so too can a small but precisely targeted push cause a fashion trend, the popularity of a new product, or a drop in the crime rate. This widely acclaimed bestseller, in which Malcolm Gladwell explores and brilliantly illuminates the tipping point phenomenon, is already changing the way people throughout the world think about selling products and disseminating ideas.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473396980l/2612._SY475_.jpg,https://www.goodreads.com/review/show/2832922275?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2832922275?utm_medium=api&utm_source=rss,2019-05-24 16:08:47-07:00,2019-05-24 16:08:47-07:00,2019-05-24 16:08:39-07:00,2019-05-25 00:00:00+00:00,,
Building Great Sentences: How to Write the Kinds of Sentences You Love to Read,Brooks Landon,2013,4,4.01,16171217,0452298601,288,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356089403l/16171217._SY75_.jpg,"Based on the bestselling series from The Great Courses, Building Great Sentences celebrates the sheer joy of language—and will forever change the way you read and write.  Great writing begins with the sentence. Whether it’s two words (“Jesus wept.”) or William Faulkner’s 1,287-word sentence in Absalom! Absalom!, sentences have the power to captivate, entertain, motivate, educate, and, most importantly, delight. Yet, the sentence-oriented approach to writing is too often overlooked in favor of bland economy. Building Great Sentences teaches you to write better sentences by luxuriating in the pleasures of language.  Award-winning Professor Brooks Landon draws on examples from masters of long, elegant sentences—including Don DeLillo, Virginia Woolf, Joan Didion, and Samuel Johnson—to reveal the mechanics of how language works on thoughts and emotions, providing the tools to write powerful, more effective sentences.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356089403l/16171217.jpg,https://www.goodreads.com/review/show/2827411162?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2827411162?utm_medium=api&utm_source=rss,2019-05-20 04:05:59-07:00,2019-05-20 04:05:59-07:00,2019-05-20 04:05:55-07:00,2019-05-20 00:00:00+00:00,,
Man's Search for Meaning,Viktor E. Frankl,1959,5,4.38,4069,080701429X,165,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394l/4069._SY75_.jpg,"Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Based on his own experience and the stories of his patients, Frankl argues that we cannot avoid suffering but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. At the heart of his theory, known as logotherapy, is a conviction that the primary human drive is not pleasure but the pursuit of what we find meaningful. Man's Search for Meaning has become one of the most influential books in America; it continues to inspire us all to find significance in the very act of living.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394l/4069._SY475_.jpg,https://www.goodreads.com/review/show/2818132330?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2818132330?utm_medium=api&utm_source=rss,2019-05-12 03:03:07-07:00,2019-05-12 03:03:07-07:00,2019-05-12 03:03:03-07:00,2019-08-12 00:00:00+00:00,,
The Diary of a Young Girl,Anne Frank,1947,1,4.19,48855,,283,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560816565l/48855._SY75_.jpg,"Discovered in the attic in which she spent the last years of her life, Anne Frank’s remarkable diary has become a world classic—a powerful reminder of the horrors of war and an eloquent testament to the human spirit. In 1942, with the Nazis occupying Holland, a thirteen-year-old Jewish girl and her family fled their home in Amsterdam and went into hiding. For the next two years, until their whereabouts were betrayed to the Gestapo, the Franks and another family lived cloistered in the “Secret Annexe” of an old office building. Cut off from the outside world, they faced hunger, boredom, the constant cruelties of living in confined quarters, and the ever-present threat of discovery and death. In her diary Anne Frank recorded vivid impressions of her experiences during this period. By turns thoughtful, moving, and surprisingly humorous, her account offers a fascinating commentary on human courage and frailty and a compelling self-portrait of a sensitive and spirited young woman whose promise was tragically cut short.--back cover",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560816565l/48855.jpg,https://www.goodreads.com/review/show/2814711684?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2814711684?utm_medium=api&utm_source=rss,2019-05-09 00:12:15-07:00,2019-05-09 00:12:15-07:00,2019-05-09 00:12:11-07:00,,,
"The Innovators: How a Group of Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,2011,4,4.08,21856367,147670869X,542,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410191571l/21856367._SY75_.jpg,"Following his blockbuster biography of Steve Jobs, The Innovators is Walter Isaacson’s revealing story of the people who created the computer and the Internet. It is destined to be the standard history of the digital revolution and an indispensable guide to how innovation really happens.What were the talents that allowed certain inventors and entrepreneurs to turn their visionary ideas into disruptive realities? What led to their creative leaps? Why did some succeed and others fail?In his masterly saga, Isaacson begins with Ada Lovelace, Lord Byron’s daughter, who pioneered computer programming in the 1840s. He explores the fascinating personalities that created our current digital revolution, such as Vannevar Bush, Alan Turing, John von Neumann, J.C.R. Licklider, Doug Engelbart, Robert Noyce, Bill Gates, Steve Wozniak, Steve Jobs, Tim Berners-Lee, and Larry Page.This is the story of how their minds worked and what made them so inventive. It’s also a narrative of how their ability to collaborate and master the art of teamwork made them even more creative.For an era that seeks to foster innovation, creativity, and teamwork, The Innovators shows how they happen.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410191571l/21856367.jpg,https://www.goodreads.com/review/show/2754595440?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2754595440?utm_medium=api&utm_source=rss,2019-05-06 05:33:46-07:00,2019-05-06 05:33:46-07:00,2019-03-18 06:00:39-07:00,2019-03-31 00:00:00+00:00,,
Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,2012,5,4.08,13530973,1400067820,426,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352422827l/13530973._SY75_.jpg,"From the bestselling author of The Black Swan and one of the foremost philosophers of our time, Nassim Nicholas Taleb, a book on how some systems actually benefit from disorder.In The Black Swan Taleb outlined a problem; in Antifragile he offers a definitive solution: how to gain from disorder and chaos while being protected from fragilities and adverse events. For what he calls the ""antifragile"" is one step beyond robust, as it benefits from adversity, uncertainty and stressors, just as human bones get stronger when subjected to stress and tension.Taleb stands uncertainty on its head, making it desirable, and proposing that things be built in an antifragile manner. Extremely ambitious and multidisciplinary, Antifragile provides a blueprint for how to behave—and thrive—in a world we don't understand and which is too uncertain for us to even try to understand. He who is not antifragile will perish. Why is the city state better than the nation state, why is debt bad for you, and why is almost everything modern bound to fail? The book covers innovation, health, biology, medicine, life decisions, politics, foreign policy, urban planning, war, personal finance, and economic systems. Throughout, the voice and recipes of the ancient wisdom from Phoenician, Roman, Greek, and Medieval sources are heard loud and clear.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352422827l/13530973.jpg,https://www.goodreads.com/review/show/2811248411?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2811248411?utm_medium=api&utm_source=rss,2019-05-06 05:31:30-07:00,2019-05-06 05:31:30-07:00,2019-05-06 05:31:25-07:00,2019-05-06 00:00:00+00:00,,
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,2010,5,3.87,22318578,1607747308,213,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418767178l/22318578._SX50_.jpg,"Despite constant efforts to declutter your home, do papers still accumulate like snowdrifts and clothes pile up like a tangled mess of noodles?Japanese cleaning consultant Marie Kondo takes tidying to a whole new level, promising that if you properly simplify and organize your home once, you'll never have to do it again. Most methods advocate a room-by-room or little-by-little approach, which doom you to pick away at your piles of stuff forever. The KonMari Method, with its revolutionary category-by-category system, leads to lasting results. In fact, none of Kondo's clients have lapsed (and she still has a three-month waiting list).With detailed guidance for determining which items in your house ""spark joy"" (and which don't), this international best seller featuring Tokyo's newest lifestyle phenomenon will help you clear your clutter and enjoy the unique magic of a tidy home - and the calm, motivated mindset it can inspire.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418767178l/22318578.jpg,https://www.goodreads.com/review/show/2309122699?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2309122699?utm_medium=api&utm_source=rss,2019-04-26 09:15:06-07:00,2019-04-26 09:15:06-07:00,2018-02-26 05:01:35-08:00,2018-01-01 00:00:00+00:00,,
Unmasking the Face,Paul Ekman,1975,3,4.05,1590319,0139381759,215,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387738646l/1590319._SX50_.jpg,"This reprint edition of Ekman and Friesen's breakthrough research on the facial expression of emotion uses scores of photographs showing emotions of surprise, fear, disgust, anger, happiness, and sadness. The authors of UNMASKING THE FACE explain how to identify these basic emotions correctly and how to tell when people try to mask, simulate, or neutralize them. It features several practical exercises that help actors, teachers, salesmen, counselors, nurses, law-enforcement personnel and physicians -- and everyone else who deals with people -- to become adept, perceptive readers of the facial expressions of emotions.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387738646l/1590319.jpg,https://www.goodreads.com/review/show/2370449549?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2370449549?utm_medium=api&utm_source=rss,2019-04-26 09:14:54-07:00,2019-04-26 09:14:54-07:00,2018-04-23 09:06:39-07:00,2018-04-23 00:00:00+00:00,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,1988,3,4.15,36072,0743269519,372,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421842784l/36072._SY75_.jpg,"When Stephen Covey first released The Seven Habits of Highly Effective People, the book became an instant rage because people suddenly got up and took notice that their lives were headed off in the wrong direction; and more than that, they realized that there were so many simple things they could do in order to navigate their life correctly. This book was wonderful education for people, education in how to live life effectively and get closer to the ideal of being a ‘success’ in life.But not everyone understands Stephen Covey’s model fully well, or maybe there are some people who haven’t read it yet. This is definitely true because we still see so much failure all around us. Now, I am not saying that by using Covey’s model, or anyone else’s model for that matter, you can become a sure-shot success, but at least we should have seen many more successes around us already judging by the number of copies the book has sold! So, where is the shortcoming?There are two main problems here, and we are talking only about the people who have read the book already. The first problem is that most people are too lazy to implement the ideals of Stephen Covey in their lives. They consider his masterpiece of a book as a mere coffee-table book or a book that you use for light reading when you are traveling and then forget all about it. They do not realize that this book contains life-changing information. Or, they take the information and do not make the effort to actually utilize it so that it becomes knowledge for them.The second problem is that a lot of people have a myopic view of Covey’s ideals. These are people who are impressed by the book already. If you ask them what the seven habits are, they can rattle them off end to end, but then they miss the larger picture. They do not understand that Covey was trying to tell more than he wrote in words. There are hidden implications in this book, yes, and a lot of people have just failed to see through them.That is what we are trying to do. We are trying to show you how Covey’s book, or rather, his model, was a complete model in itself. There was nothing amiss about it. If you implement it, there should be no aspect of your life that should go untouched. The only thing is that you have to understand these ideals and try to implement them in your life.But, before we barge into that area, it is extremely important to understand what these ideals are. What was the model that was propounded by Stephen Covey in his mega-famous book? We shall begin by trying to understand his model first, and then interpret it in such a way that it pertains to every aspect of our life",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421842784l/36072.jpg,https://www.goodreads.com/review/show/2490319829?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2490319829?utm_medium=api&utm_source=rss,2019-04-26 09:14:49-07:00,2019-04-26 09:14:49-07:00,2018-08-11 11:54:30-07:00,2018-08-11 00:00:00+00:00,,
Your Deceptive Mind: A Scientific Guide to Critical Thinking Skills,Steven Novella,,4,4.27,24705890,1598038265,6,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422329378l/24705890._SX50_.jpg,"Volumes 1 and 2 of Your Deceptive Mind: A Scientific Guide to Critical Thinking Skills Lecture Series. 24 total lectures, each 30 minutes long on 12 discs.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422329378l/24705890.jpg,https://www.goodreads.com/review/show/2586558676?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2586558676?utm_medium=api&utm_source=rss,2019-04-26 09:14:45-07:00,2019-04-26 09:14:45-07:00,2018-11-07 04:29:57-08:00,2018-11-07 00:00:00+00:00,,
