Title,Author,Publication Year,User Rating,Average Rating,Book ID,ISBN,Number of Pages,User Status,Book Image URL,Book Description,Book Large Image URL,ID,Link,Published,User Date Added,User Date Created,User Read At,User Review,User Shelves
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,2018,3,3.91,30257963,0345816021,409,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512705866l/30257963._SY75_.jpg,"What does everyone in the modern world need to know? Renowned psychologist Jordan B. Peterson's answer to this most difficult of questions uniquely combines the hard-won truths of ancient tradition with the stunning revelations of cutting-edge scientific research.Humorous, surprising, and informative, Dr. Peterson tells us why skateboarding boys and girls must be left alone, what terrible fate awaits those who criticize too easily, and why you should always pet a cat when you meet one on the street.What does the nervous system of the lowly lobster have to tell us about standing up straight (with our shoulders back) and about success in life? Why did ancient Egyptians worship the capacity to pay careful attention as the highest of gods? What dreadful paths do people tread when they become resentful, arrogant, and vengeful? Dr. Peterson journeys broadly, discussing discipline, freedom, adventure, and responsibility, distilling the world's wisdom into 12 practical and profound rules for life. 12 Rules for Life shatters the modern commonplaces of science, faith, and human nature while transforming and ennobling the mind and spirit of its listeners.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512705866l/30257963.jpg,https://www.goodreads.com/review/show/2309119213?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2309119213?utm_medium=api&utm_source=rss,2023-06-17 05:30:42-07:00,2023-06-17 05:30:42-07:00,2018-02-26 04:56:10-08:00,2018-02-01 00:00:00+00:00,,
Irrational Exuberance,Robert J. Shiller,2000,3,3.98,100132,0767923634,304,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384376065l/100132._SY75_.jpg,"As Robert Shiller’s new 2009 preface to his prescient classic on behavioral economics and market volatility asserts, the irrational exuberance of the stock and housing markets “has been ended by an economic crisis of a magnitude not seen since the Great Depression of the 1930s.” As we all, ordinary Americans and professional investors alike, crawl from the wreckage of our heedless bubble economy, the shrewd insights and sober warnings, and hard facts that Shiller marshals in this book are more invaluable than ever. The original and bestselling 2000 edition of Irrational Exuberance evoked Alan Greenspan’s infamous 1996 use of that phrase to explain the alternately soaring and declining stock market. It predicted the collapse of the tech stock bubble through an analysis of the structural, cultural, and psychological factors behind levels of price growth not reflected in any other sector of the economy. In the second edition (2005), Shiller folded real estate into his analysis of market volatility, marshalling evidence that housing prices were dangerously inflated as well, a bubble that could soon burst, leading to a “string of bankruptcies” and a “worldwide recession.” That indeed came to pass, with consequences that the 2009 preface to this edition deals with. Irrational Exuberance is more than ever a cogent, chilling, and astonishingly far-seeing analytical work that no one with any money in any market anywhere can afford not to read–and heed.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384376065l/100132.jpg,https://www.goodreads.com/review/show/2309120186?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2309120186?utm_medium=api&utm_source=rss,2023-06-17 05:30:39-07:00,2023-06-17 05:30:39-07:00,2018-02-26 04:57:34-08:00,2018-02-01 00:00:00+00:00,,
Outliers: The Story of Success,Malcolm Gladwell,2008,4,4.19,3228917,0316017922,309,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344266315l/3228917._SX50_.jpg,"Learn what sets high achievers apart — from Bill Gates to the Beatles — in this #1 bestseller from ""a singular talent"" (New York Times Book Review).In this stunning book, Malcolm Gladwell takes us on an intellectual journey through the world of ""outliers""—the best and the brightest, the most famous and the most successful. He asks the question: what makes high-achievers different?His answer is that we pay too much attention to what successful people are like, and too little attention to where they are from: that is, their culture, their family, their generation, and the idiosyncratic experiences of their upbringing. Along the way he explains the secrets of software billionaires, what it takes to be a great soccer player, why Asians are good at math, and what made the Beatles the greatest rock band.Brilliant and entertaining, Outliers is a landmark work that will simultaneously delight and illuminate.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344266315l/3228917.jpg,https://www.goodreads.com/review/show/2309230513?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2309230513?utm_medium=api&utm_source=rss,2023-06-17 05:30:34-07:00,2023-06-17 05:30:34-07:00,2018-02-26 07:24:13-08:00,2018-03-05 00:00:00+00:00,,
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,2017,3,3.90,28257707,,212,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465761302l/28257707._SX50_.jpg,"Alternate cover edition of ISBN 9780062457738In this generation-defining self-help guide, a superstar blogger cuts through the crap to show us how to stop trying to be ""positive"" all the time so that we can truly become better, happier people.For decades, we’ve been told that positive thinking is the key to a happy, rich life. ""F**k positivity,"" Mark Manson says. ""Let’s be honest, shit is f**ked and we have to live with it."" In his wildly popular Internet blog, Manson doesn’t sugarcoat or equivocate. He tells it like it is—a dose of raw, refreshing, honest truth that is sorely lacking today. The Subtle Art of Not Giving a F**k is his antidote to the coddling, let’s-all-feel-good mindset that has infected American society and spoiled a generation, rewarding them with gold medals just for showing up.Manson makes the argument, backed both by academic research and well-timed poop jokes, that improving our lives hinges not on our ability to turn lemons into lemonade, but on learning to stomach lemons better. Human beings are flawed and limited—""not everybody can be extraordinary, there are winners and losers in society, and some of it is not fair or your fault."" Manson advises us to get to know our limitations and accept them. Once we embrace our fears, faults, and uncertainties, once we stop running and avoiding and start confronting painful truths, we can begin to find the courage, perseverance, honesty, responsibility, curiosity, and forgiveness we seek.There are only so many things we can give a f**k about so we need to figure out which ones really matter, Manson makes clear. While money is nice, caring about what you do with your life is better, because true wealth is about experience. A much-needed grab-you-by-the-shoulders-and-look-you-in-the-eye moment of real-talk, filled with entertaining stories and profane, ruthless humor, The Subtle Art of Not Giving a F**k is a refreshing slap for a generation to help them lead contented, grounded lives.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465761302l/28257707.jpg,https://www.goodreads.com/review/show/2331286597?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2331286597?utm_medium=api&utm_source=rss,2023-06-17 05:30:28-07:00,2023-06-17 05:30:28-07:00,2018-03-18 04:00:32-07:00,2018-03-22 00:00:00+00:00,,
Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,2005,3,3.96,40102,0316010669,296,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440763417l/40102._SX50_.jpg,"Drawing on cutting-edge neuroscience and psychology and displaying all of the brilliance that made The Tipping Point a classic, Blink changes the way you'll understand every decision you make. Never again will you think about thinking the same way.Malcolm Gladwell redefined how we understand the world around us. Now, in Blink, he revolutionizes the way we understand the world within. Blink is a book about how we think without thinking, about choices that seem to be made in an instant - in the blink of an eye - that actually aren't as simple as they seem. Why are some people brilliant decision makers, while others are consistently inept? Why do some people follow their instincts and win, while others end up stumbling into error? How do our brains really work - in the office, in the classroom, in the kitchen, and in the bedroom? And why are the best decisions often those that are impossible to explain to others? In Blink we meet the psychologist who has learned to predict whether a marriage will last, based on a few minutes of observing a couple; the tennis coach who knows when a player will double-fault before the racket even makes contact with the ball; the antiquities experts who recognize a fake at a glance. Here, too, are great failures of ""blink"": the election of Warren Harding; ""New Coke""; and the shooting of Amadou Diallo by police. Blink reveals that great decision makers aren't those who process the most information or spend the most time deliberating, but those who have perfected the art of ""thin-slicing"" - filtering the very few factors that matter from an overwhelming number of variables.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440763417l/40102._SX318_.jpg,https://www.goodreads.com/review/show/2324832415?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2324832415?utm_medium=api&utm_source=rss,2023-06-17 05:30:23-07:00,2023-06-17 05:30:23-07:00,2018-03-12 02:30:20-07:00,2018-03-26 00:00:00+00:00,,
An Economic History of the World since 1400,Donald J. Harreld,2016,3,3.75,40163069,1629973122,0,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526630714l/40163069._SX50_.jpg,"Most of us have a limited understanding of the powerful role economics has played in shaping human civilization. This makes economic history - the study of how civilizations structured their environments to provide food, shelter, and material goods - a vital lens through which to think about how we arrived at our present, globalized moment.Designed to fill a long-empty gap in how we think about modern history, these 48 lectures are a comprehensive journey through more than 600 years of economic history, from the medieval world to the 21st century. Aimed at the layperson with only a cursory understanding of the field, An Economic History of the World since 1400 reveals how economics has influenced (and been influenced by) historical events and trends, including the Black Death, the Age of Exploration, the Industrial Revolution, the European colonization of Africa, the collapse of the Soviet Union, and the birth of personal computing. Professor Harreld has crafted a riveting, centuries-long story of power, glory, and ideology that reveals how, in step with history, economic ideas emerged, evolved, and thrived or died.Along the way, you'll strengthen your understanding of a range of economic concepts, philosophies, trends, treaties, and organizations, including the mercantile system, Adam Smith's The Wealth of Nations, Marxist economics, African independence movements, and the formation of economic organizations including the European Union. You'll also consider provocative questions about the intersection of history and economics. What did the economies of Roosevelt's America and Hitler's Germany have in common? What does history tell us about how nations should dictate economic policy? Can we say that free trade is truly free?Marvel at just how much we still have to learn about the economic forces that have dictated our past - and that will dictate our future.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526630714l/40163069._SX318_.jpg,https://www.goodreads.com/review/show/2395177070?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2395177070?utm_medium=api&utm_source=rss,2023-06-17 05:30:15-07:00,2023-06-17 05:30:15-07:00,2018-05-18 01:05:42-07:00,2018-05-01 00:00:00+00:00,,
21 Lessons for the 21st Century,Yuval Noah Harari,2018,3,4.17,38820046,0525512179,372,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564577305l/38820046._SY75_.jpg,"In Sapiens, he explored our past. In Homo Deus, he looked to our future. Now, one of the most innovative thinkers on the planet turns to the present to make sense of today's most pressing issues.How do computers and robots change the meaning of being human? How do we deal with the epidemic of fake news? Are nations and religions still relevant? What should we teach our children?Yuval Noah Harari's 21 Lessons for the 21st Century is a probing and visionary investigation into today's most urgent issues as we move into the uncharted territory of the future. As technology advances faster than our understanding of it, hacking becomes a tactic of war, and the world feels more polarized than ever, Harari addresses the challenge of navigating life in the face of constant and disorienting change and raises the important questions we need to ask ourselves in order to survive.In twenty-one accessible chapters that are both provocative and profound, Harari builds on the ideas explored in his previous books, untangling political, technological, social, and existential issues and offering advice on how to prepare for a very different future from the world we now live in: How can we retain freedom of choice when Big Data is watching us? What will the future workforce look like, and how should we ready ourselves for it? How should we deal with the threat of terrorism? Why is liberal democracy in crisis?Harari's unique ability to make sense of where we have come from and where we are going has captured the imaginations of millions of readers. Here he invites us to consider values, meaning, and personal engagement in a world full of noise and uncertainty. When we are deluged with irrelevant information, clarity is power. Presenting complex contemporary challenges clearly and accessibly, 21 Lessons for the 21st Century is essential reading.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564577305l/38820046._SY475_.jpg,https://www.goodreads.com/review/show/2617325438?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/2617325438?utm_medium=api&utm_source=rss,2023-06-17 05:30:04-07:00,2023-06-17 05:30:04-07:00,2018-12-06 02:23:19-08:00,2018-11-29 00:00:00+00:00,,
The Lean Startup,Eric Ries,2011,3,4.11,10127019,0307887898,299,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629999184l/10127019._SY75_.jpg,"Most startups fail. But many of those failures are preventable. The Lean Startup is a new approach being adopted across the globe, changing the way companies are built and new products are launched. Eric Ries defines a startup as an organization dedicated to creating something new under conditions of extreme uncertainty. This is just as true for one person in a garage or a group of seasoned professionals in a Fortune 500 boardroom. What they have in common is a mission to penetrate that fog of uncertainty to discover a successful path to a sustainable business.The Lean Startup approach fosters companies that are both more capital efficient and that leverage human creativity more effectively. Inspired by lessons from lean manufacturing, it relies on ""validated learning,"" rapid scientific experimentation, as well as a number of counter-intuitive practices that shorten product development cycles, measure actual progress without resorting to vanity metrics, and learn what customers really want. It enables a company to shift directions with agility, altering plans inch by inch, minute by minute.Rather than wasting time creating elaborate business plans, The Lean Startup offers entrepreneurs - in companies of all sizes - a way to test their vision continuously, to adapt and adjust before it's too late. Ries provides a scientific approach to creating and managing successful startups in a age when companies need to innovate more than ever.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629999184l/10127019._SY475_.jpg,https://www.goodreads.com/review/show/4917373105?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4917373105?utm_medium=api&utm_source=rss,2023-06-17 05:29:06-07:00,2023-06-17 05:29:06-07:00,2022-08-13 22:47:02-07:00,2022-08-14 00:00:00+00:00,,
The Machiavellians: Defenders of Freedom,James Burnham,1943,4,4.32,1270379,0895267853,305,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1292361689l/1270379._SX50_.jpg,"This classic work of political theory and practice offers an account of the modern Machiavellians, a remarkable group who have been influential in Europe and practically unknown in the United States. The book devotes a long section to Machiavelli himself as well as to such modern Machiavellians as Gaetano Mosca, Georges Sorel, Robert Michels and Vilfredo Pareto. Burnham contends that the writings of these men hold the key both to the truth about politics and to the preservation of political liberty.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1292361689l/1270379.jpg,https://www.goodreads.com/review/show/5564003456?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/5564003456?utm_medium=api&utm_source=rss,2023-06-17 05:28:51-07:00,2023-06-17 05:28:51-07:00,2023-05-21 01:39:27-07:00,2023-05-21 00:00:00+00:00,,
"The End is Always Near: Apocalyptic Moments, from the Bronze Age Collapse to Nuclear Near Misses",Dan Carlin,2019,5,3.92,49947205,0008340927,288,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564561209l/49947205._SX50_SY75_.jpg,"The creator of the wildly popular award-winning podcast Hardcore History looks at some of the apocalyptic moments from the past as a way to frame the challenges of the future.Do tough times create tougher people? Can humanity handle the power of its weapons without destroying itself? Will human technology or capabilities ever peak or regress? No one knows the answers to such questions, but no one asks them in a more interesting way than Dan Carlin.In The End is Always Near, Dan Carlin looks at questions and historical events that force us to consider what sounds like fantasy; that we might suffer the same fate that all previous eras did. Will our world ever become a ruin for future archaeologists to dig up and explore? The questions themselves are both philosophical and like something out of The Twilight Zone.Combining his trademark mix of storytelling, history and weirdness Dan Carlin connects the past and future in fascinating and colorful ways. At the same time the questions he asks us to consider involve the most important issue imaginable: human survival. From the collapse of the Bronze Age to the challenges of the nuclear era the issue has hung over humanity like a persistent Sword of Damocles.Inspired by his podcast, The End is Always Near challenges the way we look at the past and ourselves. In this absorbing compendium, Carlin embarks on a whole new set of stories and major cliffhangers that will keep readers enthralled. Idiosyncratic and erudite, offbeat yet profound, The End is Always Near examines issues that are rarely presented, and makes the past immediately relevant to our very turbulent present.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564561209l/49947205._SX318_SY475_.jpg,https://www.goodreads.com/review/show/5613018157?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/5613018157?utm_medium=api&utm_source=rss,2023-06-17 05:28:42-07:00,2023-06-17 05:28:42-07:00,2023-06-11 23:42:47-07:00,2023-06-12 00:00:00+00:00,,
Book Lovers,Emily Henry,2022,2,4.14,58690308,,377,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638867089l/58690308._SY75_.jpg,"One summer. Two rivals. A plot twist they didn't see coming....Nora Stephens’ life is books—she’s read them all—and she is not that type of heroine. Not the plucky one, not the laidback dream girl, and especially not the sweetheart. In fact, the only people Nora is a heroine for are her clients, for whom she lands enormous deals as a cutthroat literary agent, and her beloved little sister Libby.Which is why she agrees to go to Sunshine Falls, North Carolina for the month of August when Libby begs her for a sisters’ trip away—with visions of a small-town transformation for Nora, who she’s convinced needs to become the heroine in her own story. But instead of picnics in meadows, or run-ins with a handsome country doctor or bulging-forearmed bartender, Nora keeps bumping into Charlie Lastra, a bookish brooding editor from back in the city. It would be a meet-cute if not for the fact that they’ve met many times and it’s never been cute.If Nora knows she’s not an ideal heroine, Charlie knows he’s nobody’s hero, but as they are thrown together again and again—in a series of coincidences no editor worth their salt would allow—what they discover might just unravel the carefully crafted stories they’ve written about themselves.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638867089l/58690308.jpg,https://www.goodreads.com/review/show/5513610015?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/5513610015?utm_medium=api&utm_source=rss,2023-05-04 04:13:30-07:00,2023-05-04 04:13:30-07:00,2023-04-27 00:15:48-07:00,2023-04-28 00:00:00+00:00,,
Sea of Tranquility,Emily St. John Mandel,2022,3,4.08,58446227,0593321448,259,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1626710416l/58446227._SX50_.jpg,"A novel of art, time travel, love, and plague that takes the reader from Vancouver Island in 1912 to a dark colony on the moon five hundred years later, unfurling a story of humanity across centuries and space.Edwin St. Andrew is eighteen years old when he crosses the Atlantic by steamship, exiled from polite society following an ill-conceived diatribe at a dinner party. He enters the forest, spellbound by the beauty of the Canadian wilderness, and suddenly hears the notes of a violin echoing in an airship terminal--an experience that shocks him to his core. Two centuries later a famous writer named Olive Llewellyn is on a book tour. She's traveling all over Earth, but her home is the second moon colony, a place of white stone, spired towers, and artificial beauty. Within the text of Olive's best-selling pandemic novel lies a strange passage: a man plays his violin for change in the echoing corridor of an airship terminal as the trees of a forest rise around him. When Gaspery-Jacques Roberts, a detective in the black-skied Night City, is hired to investigate an anomaly in the North American wilderness, he uncovers a series of lives upended: The exiled son of an earl driven to madness, a writer trapped far from home as a pandemic ravages Earth, and a childhood friend from the Night City who, like Gaspery himself, has glimpsed the chance to do something extraordinary that will disrupt the timeline of the universe. A virtuoso performance that is as human and tender as it is intellectually playful, Sea of Tranquility is a novel of time travel and metaphysics that precisely captures the reality of our current moment.'",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1626710416l/58446227.jpg,https://www.goodreads.com/review/show/5511397315?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/5511397315?utm_medium=api&utm_source=rss,2023-04-26 23:05:59-07:00,2023-04-26 23:05:59-07:00,2023-04-25 23:09:44-07:00,2023-04-26 00:00:00+00:00,,
"Trust Me, I'm Lying: Confessions of a Media Manipulator",Ryan Holiday,2012,3,3.85,13542853,159184553X,259,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340124369l/13542853._SY75_.jpg,"You've seen it all before. A malicious online rumor costs a company millions. A political sideshow derails the national news cycle and destroys a candidate. Some product or celebrity zooms from total obscurity to viral sensation. What you don't know is that someone is responsible for all this. Usually, someone like me.I'm a media manipulator. In a world where blogs control and distort the news, my job is to control blogs--as much as any one person can. In today's culture... 1) Blogs like ""Gawker,"" ""Buzzfeed"" and the ""Huffington Post"" drive the media agenda. 2) Bloggers are slaves to money, technology, and deadlines. 3) Manipulators wield these levers to shape everything you read, see and watch--online and off.Why am I giving away these secrets? Because I'm tired of a world where blogs take indirect bribes, marketers help write the news, reckless journalists spread lies, and no one is accountable for any of it. I'm pulling back the curtain because I don't want anyone else to get blindsided. I'm going to explain exactly how the media ""really"" works. What you choose to do with this information is up to you.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340124369l/13542853.jpg,https://www.goodreads.com/review/show/5509410711?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/5509410711?utm_medium=api&utm_source=rss,2023-04-25 05:23:58-07:00,2023-04-25 05:23:58-07:00,2023-04-25 05:23:58-07:00,2023-04-25 00:00:00+00:00,,
The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,2019,4,4.38,44525305,,272,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556036622l/44525305._SY75_.jpg,"A grand vision defined: The CEO of The Walt Disney Company shares the ideas and values he has used to reinvent one of the most beloved companies in the world, and inspire the people who bring the magic to life.In 2005, Robert Iger became CEO of The Walt Disney Company during a difficult time. Morale had deteriorated, competition was more intense, and technology was changing faster than at any time in the company's history. ""I knew there was nothing to be gained from arguing over the past,"" Iger writes. ""The only thing that mattered was the future, and I believed I had a clear idea of the direction Disney needed to go."" It came down to three clear ideas: 1) Create the highest quality content Disney could produce. 2) Embrace and adopt technology instead of fighting it. And 3) Think bigger--think global--and turn Disney into a stronger brand in international markets.Twelve years later, Disney is the largest, most respected media company in the world counting Pixar, Marvel, Lucasfilm and 21st Century Fox among its properties. Its value is nearly five times what it was when Iger took over, and Iger is recognized as one of the most innovative and successful CEOs of our time.Now, he's sharing the lessons he's learned while running Disney and leading its 200,000 employees--taking big risks in the face of historic disruption; learning to inspire the people who work for you; leading with fairness and communicating principles clearly. This book is about the relentless curiosity that has driven Iger for forty-five years, since the day he started as a studio supervisor at ABC. It's also about thoughtfulness and respect, and a decency-over-dollars approach that has become the bedrock of every project and partnership Iger pursues, from a deep friendship with Steve Jobs in his final years to an abiding love of the evolving Star Wars myth.""Over the past fourteen years, I think I've learned so much about what real leadership is,"" Iger writes. ""But I couldn't have articulated all of this until I lived it. You can't fake it--and that's one of the key lessons in this book.""Librarian Note: This is an Advance Reader Copy issued with ISBN 9780399592096. That ISBN has been moved to the final published copy, found here",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556036622l/44525305.jpg,https://www.goodreads.com/review/show/5509407683?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/5509407683?utm_medium=api&utm_source=rss,2023-04-25 05:23:16-07:00,2023-04-25 05:23:16-07:00,2023-04-25 05:22:00-07:00,2023-04-22 00:00:00+00:00,,
"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,2014,4,4.19,18077903,0812993012,368,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400863577l/18077903._SY75_.jpg,"“What does it mean to manage well?”From Ed Catmull, co-founder (with Steve Jobs and John Lasseter) of Pixar Animation Studios, comes an incisive book about creativity in business—sure to appeal to readers of Daniel Pink, Tom Peters, and Chip and Dan Heath. Creativity, Inc. is a book for managers who want to lead their employees to new heights, a manual for anyone who strives for originality, and the first-ever, all-access trip into the nerve center of Pixar Animation—into the meetings, postmortems, and “Braintrust” sessions where some of the most successful films in history are made. It is, at heart, a book about how to build a creative culture—but it is also, as Pixar co-founder and president Ed Catmull writes, “an expression of the ideas that I believe make the best in us possible.” For nearly twenty years, Pixar has dominated the world of animation, producing such beloved films as the Toy Story trilogy, Monsters, Inc., Finding Nemo, The Incredibles, Up, and WALL-E, which have gone on to set box-office records and garner thirty Academy Awards. The joyousness of the storytelling, the inventive plots, the emotional authenticity: In some ways, Pixar movies are an object lesson in what creativity really is. Here, in this book, Catmull reveals the ideals and techniques that have made Pixar so widely admired—and so profitable.   As a young man, Ed Catmull had a dream: to make the first computer-animated movie. He nurtured that dream as a Ph.D. student at the University of Utah, where many computer science pioneers got their start, and then forged a partnership with George Lucas that led, indirectly, to his founding Pixar with Steve Jobs and John Lasseter in 1986. Nine years later, Toy Story was released, changing animation forever. The essential ingredient in that movie’s success—and in the thirteen movies that followed—was the unique environment that Catmull and his colleagues built at Pixar, based on philosophies that protect the creative process and defy convention, such as:   • Give a good idea to a mediocre team, and they will screw it up. But give a mediocre idea to a great team, and they will either fix it or come up with something better. • If you don’t strive to uncover what is unseen and understand its nature, you will be ill prepared to lead.  • It’s not the manager’s job to prevent risks. It’s the manager’s job to make it safe for others to take them. • The cost of preventing errors is often far greater than the cost of fixing them.  • A company’s communication structure should not mirror its organizational structure. Everybody should be able to talk to anybody. • Do not assume that general agreement will lead to change—it takes substantial energy to move a group, even when all are on board.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400863577l/18077903.jpg,https://www.goodreads.com/review/show/5509408579?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/5509408579?utm_medium=api&utm_source=rss,2023-04-25 05:22:44-07:00,2023-04-25 05:22:44-07:00,2023-04-25 05:22:37-07:00,2023-04-25 00:00:00+00:00,,
No Rules Rules: Netflix and the Culture of Reinvention,Reed Hastings,2020,4,4.26,49099937,0593152387,464,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1595815356l/49099937._SY75_.jpg,"Shortlisted for the 2020 Financial Times & McKinsey Business Book of the Year 
Netflix cofounder Reed Hastings reveals for the first time the unorthodox culture behind one of the world's most innovative, imaginative, and successful companies
There has never before been a company like Netflix. It has led nothing short of a revolution in the entertainment industries, generating billions of dollars in annual revenue while capturing the imaginations of hundreds of millions of people in over 190 countries. But to reach these great heights, Netflix, which launched in 1998 as an online DVD rental service, has had to reinvent itself over and over again. This type of unprecedented flexibility would have been impossible without the counterintuitive and radical management principles that cofounder Reed Hastings established from the very beginning. Hastings rejected the conventional wisdom under which other companies operate and defied tradition to instead build a culture focused on freedom and responsibility, one that has allowed Netflix to adapt and innovate as the needs of its members and the world have simultaneously transformed.Hastings set new standards, valuing people over process, emphasizing innovation over efficiency, and giving employees context, not controls. At Netflix, there are no vacation or expense policies. At Netflix, adequate performance gets a generous severance, and hard work is irrel-evant. At Netflix, you don't try to please your boss, you give candid feedback instead. At Netflix, employees don't need approval, and the company pays top of market. When Hastings and his team first devised these unorthodox principles, the implications were unknown and untested. But in just a short period, their methods led to unparalleled speed and boldness, as Netflix quickly became one of the most loved brands in the world.Here for the first time, Hastings and Erin Meyer, bestselling author of The Culture Map and one of the world's most influential business thinkers, dive deep into the controversial ideologies at the heart of the Netflix psyche, which have generated results that are the envy of the business world. Drawing on hundreds of interviews with current and past Netflix employees from around the globe and never-before-told stories of trial and error from Hastings's own career, No Rules Rules is the fascinating and untold account of the philosophy behind one of the world's most innovative, imaginative, and successful companies.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1595815356l/49099937.jpg,https://www.goodreads.com/review/show/4981970643?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4981970643?utm_medium=api&utm_source=rss,2022-09-12 00:29:49-07:00,2022-09-12 00:29:49-07:00,2022-09-12 00:29:49-07:00,2022-09-12 00:00:00+00:00,,
Inspired: How to Create Tech Products Customers Love,Marty Cagan,2008,5,4.24,35249663,1119387507,349,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685881845l/35249663._SY75_.jpg,"The basic premise of Inspired is that the best tech companies create products in a manner very different from how most companies create products. The goal of the book is to share the techniques of the best companies. This book is aimed primarily at Product Managers working on technology-powered products. That includes the hundreds of ""tech companies"" like Google, Facebook, Amazon, Twitter and the like, as well as the thousands of companies moving to leverage technology (financial companies, media companies, retailers, manufacturers, nearly every industry). Inspired covers companies from early stage start-ups to large, established companies. The products might be consumer products or devices, business services for small businesses to enterprises, internal tools, and developer platforms.Inspired is secondarily aimed at the designers, engineers, user researchers and data scientists that work closely with the product managers on product teams at these same companies.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685881845l/35249663._SY475_.jpg,https://www.goodreads.com/review/show/4920913676?utm_medium=api&utm_source=rss,https://www.goodreads.com/review/show/4920913676?utm_medium=api&utm_source=rss,2022-08-19 10:08:37-07:00,2022-08-19 10:08:37-07:00,2022-08-15 10:35:01-07:00,2022-08-19 00:00:00+00:00,,
